"","Var1","Freq"
"1","중년男",11
"2","폭행男",7
"3","만취男",4
"4","위협男",4
"5","주장男",4
"6","하의실종男",4
"7","몰카男",3
"8","미혼男",3
"9","버닝썬男",3
"10","외국男",3
"11","촬영男",3
"12","폭행치사男",3
"13","피해男",3
"14","협박男",3
"15","기혼男",2
"16","돌진男",2
"17","동영상男",2
"18","모태솔로男",2
"19","비만男",2
"20","성매수男",2
"21","성추행男",2
"22","소개팅男",2
"23","알몸男",2
"24","영상男",2
"25","외국인男",2
"26","원룸침입男",2
"27","인니男",2
"28","전자발찌男",2
"29","패륜男",2
"30","한국男",2
"31","강간미수男",1
"32","강간살해男",1
"33","건강男",1
"34","고립男",1
"35","골초男",1
"36","교회절도男",1
"37","구혼男",1
"38","난폭운전男",1
"39","내연男",1
"40","노년男",1
"41","노출男",1
"42","녹화男",1
"43","뇌섹男",1
"44","달콤男",1
"45","대기업男",1
"46","데이트폭력男",1
"47","돌담男",1
"48","동거男",1
"49","무단침입男",1
"50","문신男",1
"51","민폐男",1
"52","믿보男",1
"53","바짝男",1
"54","방치男",1
"55","배신男",1
"56","복면男",1
"57","불륜의심男",1
"58","살해男",1
"59","상대男",1
"60","성공男",1
"61","성인男",1
"62","성폭행男",1
"63","속옷男",1
"64","수도권男",1
"65","수석합격男",1
"66","신림동男",1
"67","실종男",1
"68","아래층男",1
"69","야망男",1
"70","엉큼男",1
"71","연하男",1
"72","유포男",1
"73","육아휴직男",1
"74","육아男",1
"75","음란행위男",1
"76","음란男",1
"77","의심男",1
"78","일본男",1
"79","일하는男",1
"80","저소득男",1
"81","젊은男",1
"82","조롱男",1
"83","중국인男",1
"84","중장년男",1
"85","채팅男",1
"86","추락男",1
"87","추행男",1
"88","치마저고리男",1
"89","칼부림男",1
"90","터키男",1
"91","테러男",1
"92","편지男",1
"93","폭력男",1
"94","妻男",1
