"","Var1","Freq"
"1","뒷방女",18
"2","미혼女",6
"3","촛불女",4
"4","베트남女",3
"5","실종女",3
"6","비만女",2
"7","외국女",2
"8","육아경험女",2
"9","채팅女",2
"10","O형女",1
"11","가정환경ㆍ女",1
"12","거짓말女",1
"13","결혼이민女",1
"14","공기업女",1
"15","근무女",1
"16","기혼女",1
"17","깔끔女",1
"18","노숙女",1
"19","된장女",1
"20","두부ㆍ女",1
"21","만취女",1
"22","무단침입女",1
"23","벨기에女",1
"24","부분지방女",1
"25","부유女",1
"26","삐끼女",1
"27","성매매女",1
"28","성인女",1
"29","스토킹女",1
"30","유포女",1
"31","이민女",1
"32","이혼女",1
"33","재력女",1
"34","재혼女",1
"35","제주女",1
"36","졸업女",1
"37","중국女",1
"38","지성女",1
"39","직장女",1
"40","초혼女",1
"41","태국女",1
"42","투신자살女",1
"43","흉기범행女",1
