"","Var1","Freq"
"1","돌싱男",22
"2","미혼男",21
"3","중년男",12
"4","채팅男",12
"5","동거男",10
"6","성인男",8
"7","불륜男",7
"8","의문男",7
"9","男女",7
"10","성매수男",6
"11","만취男",5
"12","스토킹男",4
"13","연하男",4
"14","직장男",4
"15","집착男",4
"16","간섭男",3
"17","기혼男",3
"18","라이베리아男",3
"19","맞선男",3
"20","변태男",3
"21","부킹男",3
"22","성폭행男",3
"23","외국男",3
"24","전자발찌男",3
"25","주장男",3
"26","폭행男",3
"27","한국男",3
"28","황당男",3
"29","나체男",2
"30","낯선男",2
"31","대학생男",2
"32","도주男",2
"33","민폐男",2
"34","백수男",2
"35","분신男",2
"36","뻔뻔男",2
"37","사망男",2
"38","살해男",2
"39","섹시男",2
"40","야망男",2
"41","엽기男",2
"42","외도男",2
"43","유포男",2
"44","음란행위男",2
"45","이탈리아男",2
"46","이혼男",2
"47","인질극男",2
"48","주걱턱男",2
"49","친부주장男",2
"50","타종교男",2
"51","한국인男",2
"52","LTE男",1
"53","가진男",1
"54","가해男",1
"55","감시男",1
"56","강제추행男",1
"57","건강男",1
"58","건장한男",1
"59","건장男",1
"60","고대男",1
"61","고민男",1
"62","고소男",1
"63","고열男",1
"64","고졸男",1
"65","과음男",1
"66","교제男",1
"67","내연男",1
"68","내연男女",1
"69","노숙男",1
"70","뉴욕男",1
"71","늑대男",1
"72","대사증후군男",1
"73","덴마크男",1
"74","독거男",1
"75","돌싱男女",1
"76","동물학대男",1
"77","동안男",1
"78","동업男",1
"79","땀男",1
"80","뜯은男",1
"81","로맨스男",1
"82","매력男",1
"83","면접男",1
"84","모든男",1
"85","모태솔로男",1
"86","몰염치男",1
"87","몰카男",1
"88","무직男",1
"89","밀당男",1
"90","박력男",1
"91","버스男",1
"92","병역회피男",1
"93","복권男",1
"94","불가男",1
"95","브라질男",1
"96","비만男",1
"97","비열男",1
"98","사기男",1
"99","사내연애男",1
"100","사망판정男",1
"101","사별男",1
"102","사용男",1
"103","사우디男",1
"104","살해시도男",1
"105","상대男",1
"106","생산직男",1
"107","성매매男",1
"108","성형중독男",1
"109","성형男",1
"110","세심男",1
"111","소개팅男",1
"112","소송男",1
"113","소신男",1
"114","수술男",1
"115","순수男",1
"116","순진男",1
"117","시도男",1
"118","식성男",1
"119","싱글男",1
"120","아래층男",1
"121","아파트男",1
"122","알바男",1
"123","알선男",1
"124","약혼男",1
"125","엉금男",1
"126","에이즈男",1
"127","엘리트男",1
"128","요구男",1
"129","용산男",1
"130","우즈벡男",1
"131","운영男",1
"132","유부男",1
"133","육아男",1
"134","으리男",1
"135","의심男",1
"136","이력男",1
"137","인도男",1
"138","일본男",1
"139","잃은男",1
"140","자위男",1
"141","작은男",1
"142","재력男",1
"143","저지男",1
"144","저학력男",1
"145","전력男",1
"146","전처교제男",1
"147","정관수술男",1
"148","정신장애男",1
"149","정신질환男",1
"150","정체불명男",1
"151","제주男",1
"152","조선족男",1
"153","종손男",1
"154","주먹질男",1
"155","중국男",1
"156","중독男",1
"157","지질男",1
"158","직장동료男",1
"159","집적男",1
"160","찌질男",1
"161","처가살이男",1
"162","철면피男",1
"163","추정男",1
"164","출신男",1
"165","출입男",1
"166","친부행세男",1
"167","커피男",1
"168","턱주가리男",1
"169","퇴직男",1
"170","티셔츠男",1
"171","패륜男",1
"172","패션테러리스트男",1
"173","패션男",1
"174","폭력男",1
"175","행위男",1
"176","협박男",1
"177","호탕男",1
"178","흉기男",1
"179","흑인男",1
"180","흡연男",1
"181","禁男",1
