"","Var1","Freq"
"1","실종女",14
"2","피해女",8
"3","탈북女",5
"4","감금살해女",4
"5","만취女",3
"6","무고女",3
"7","주장女",3
"8","경력단절女",2
"9","난동女",2
"10","베트남女",2
"11","성매매女",2
"12","우한女",2
"13","지적장애女",2
"14","진상女",2
"15","짝사랑女",2
"16","한부모女",2
"17","호감女",2
"18","흑인女",2
"19","가을女",1
"20","강남구女",1
"21","거부女",1
"22","경단女",1
"23","고물상女",1
"24","고소女",1
"25","기혼女",1
"26","낯선女",1
"27","다른女",1
"28","다방女",1
"29","도미니카女",1
"30","동행女",1
"31","레깅스女",1
"32","맞벌이女",1
"33","미혼女",1
"34","백인女",1
"35","벤츠女",1
"36","부산女",1
"37","뿌린女",1
"38","사칭女",1
"39","살인마女",1
"40","성매매알선女",1
"41","소개팅女",1
"42","술취한女",1
"43","신라왕족女",1
"44","아시아女",1
"45","여행女",1
"46","외국인女",1
"47","외도女",1
"48","음주운전女",1
"49","의심女",1
"50","이웃女",1
"51","이주女",1
"52","일본인女",1
"53","접촉女",1
"54","중국女",1
"55","중년女",1
"56","지인女",1
"57","지적장애인女",1
"58","초중반女",1
"59","카자흐스탄女",1
"60","태국女",1
"61","편의점女",1
"62","한인女",1
"63","혀깨문女",1
"64","홍콩재벌女",1
"65","확진女",1
