"","Var1","Freq"
"1","협박女",30
"2","피해女",28
"3","미혼女",27
"4","돌싱女",19
"5","한국女",18
"6","만취女",16
"7","지적장애女",16
"8","경력단절女",14
"9","성매매女",14
"10","경단女",12
"11","불륜女",11
"12","중국女",11
"13","내연女",10
"14","출신女",10
"15","태국女",9
"16","몰카女",7
"17","상대女",7
"18","오피女",7
"19","채팅女",7
"20","사기女",6
"21","소개팅女",6
"22","알몸女",6
"23","동거女",5
"24","실종女",5
"25","연상女",5
"26","탈북女",5
"27","폭행女",5
"28","비만女",4
"29","살인女",4
"30","섹시女",4
"31","아우디女",4
"32","갑질女",3
"33","강남女",3
"34","고소女",3
"35","관계女",3
"36","금성女",3
"37","나체女",3
"38","다리투신女",3
"39","무고女",3
"40","미니스커트女",3
"41","미모女",3
"42","미스코리아女",3
"43","미코女",3
"44","베트남女",3
"45","비키니女",3
"46","성인女",3
"47","알바女",3
"48","엽기女",3
"49","외국女",3
"50","용감女",3
"51","이웃女",3
"52","자취女",3
"53","조건만남女",3
"54","중국동포女",3
"55","직장인女",3
"56","직장女",3
"57","집착女",3
"58","짝사랑女",3
"59","초고도비만女",3
"60","한국인女",3
"61","가슴노출女",2
"62","가슴女",2
"63","개막걸리女",2
"64","결혼이민女",2
"65","날씬女",2
"66","노출女",2
"67","대만女",2
"68","독신女",2
"69","동남아女",2
"70","동네조폭女",2
"71","따귀女",2
"72","레깅스女",2
"73","리플리증후군女",2
"74","마사지女",2
"75","맞벌이女",2
"76","맞선女",2
"77","몽골女",2
"78","무개념女",2
"79","불륜논란女",2
"80","사기협박女",2
"81","사망女",2
"82","사탕女",2
"83","살해女",2
"84","성폭행女",2
"85","스캔들女",2
"86","스타킹女",2
"87","슬픈女",2
"88","시위女",2
"89","신입女",2
"90","싱글女",2
"91","옆자리女",2
"92","이웃집女",2
"93","인질女",2
"94","일본인女",2
"95","장애인女",2
"96","장애女",2
"97","재벌女",2
"98","재혼女",2
"99","주장女",2
"100","취한女",2
"101","침입女",2
"102","캐디女",2
"103","클럽女",2
"104","트랜스젠더女",2
"105","혐의女",2
"106","화물차女",2
"107","D컵女",1
"108","J컵女",1
"109","OO女",1
"110","가해女",1
"111","간접흡연女",1
"112","간통女",1
"113","갈취女",1
"114","감금女",1
"115","건강女",1
"116","격리女",1
"117","결정장애女",1
"118","결혼상대女",1
"119","결혼약속女",1
"120","결혼이주女",1
"121","결혼女",1
"122","고민女",1
"123","고슴도치女",1
"124","고통받은女",1
"125","고학력女",1
"126","과천女",1
"127","과체중노년女",1
"128","광팬女",1
"129","괴력女",1
"130","교정기女",1
"131","구직女",1
"132","구토女",1
"133","국적女",1
"134","국정원女",1
"135","귀가하는女",1
"136","금발女",1
"137","까칠女",1
"138","꼴불견女",1
"139","꽃뱀女",1
"140","나쁜女",1
"141","난동女",1
"142","난임女",1
"143","놓은女",1
"144","누드女",1
"145","다방女",1
"146","다출산女",1
"147","단절女",1
"148","대졸女",1
"149","대학원졸女",1
"150","도피女",1
"151","독도女",1
"152","독서女",1
"153","동료女",1
"154","떡실신女",1
"155","렛미인女",1
"156","마성女",1
"157","마신女",1
"158","만삭女",1
"159","망언女",1
"160","맥심女",1
"161","맥주女",1
"162","멕시코女",1
"163","모집女",1
"164","몰염치女",1
"165","무단횡단女",1
"166","미국女",1
"167","미모의女",1
"168","미인대회女",1
"169","미취업女",1
"170","민폐女",1
"171","바가지女",1
"172","바람피우는女",1
"173","반투검스女",1
"174","방화女",1
"175","배신女",1
"176","벤처女",1
"177","보내던女",1
"178","보디페인팅女",1
"179","보험설계女",1
"180","복원성형女",1
"181","불륜협박女",1
"182","브라질女",1
"183","블륜스캔들女",1
"184","비혼女",1
"185","뻔뻔女",1
"186","사기결혼女",1
"187","사우디女",1
"188","사칭女",1
"189","살해혐의女",1
"190","상의탈의女",1
"191","샤워女",1
"192","서울대女",1
"193","서울女",1
"194","선탠女",1
"195","성추문女",1
"196","성추행女",1
"197","성형女",1
"198","셀카女",1
"199","소매치기女",1
"200","소송女",1
"201","속물女",1
"202","술집女",1
"203","시도女",1
"204","식당女",1
"205","신원미상女",1
"206","쌍둥이女",1
"207","알몸소동女",1
"208","앓던女",1
"209","억울女",1
"210","엘리트女",1
"211","여수女",1
"212","옆방女",1
"213","예외女",1
"214","오인女",1
"215","오피스텔女",1
"216","외국인女",1
"217","외도女",1
"218","우산女",1
"219","우승女",1
"220","원룸女",1
"221","원시생활女",1
"222","원정女",1
"223","위기女",1
"224","음주운전女",1
"225","의문女",1
"226","이혼女",1
"227","인격장애女",1
"228","일광욕女",1
"229","임신女",1
"230","입은女",1
"231","작은女",1
"232","잠자는女",1
"233","장미女",1
"234","재벌가女",1
"235","저소득ㆍ저학력ㆍ중년女",1
"236","전제女",1
"237","정신지체장애女",1
"238","정신지체女",1
"239","준우승女",1
"240","지인女",1
"241","지하철女",1
"242","직딩女",1
"243","진상女",1
"244","청순女",1
"245","초등女",1
"246","촬영女",1
"247","출산女",1
"248","취업준비女",1
"249","치마입은女",1
"250","치마女",1
"251","카이스트女",1
"252","클럽아우디女",1
"253","타던女",1
"254","탈출女",1
"255","테러女",1
"256","토사물女",1
"257","통보女",1
"258","투신女",1
