"","Var1","Freq"
"1","미혼男",12
"2","성매수男",12
"3","패륜男",10
"4","한국男",8
"5","연하男",7
"6","쓰레기男",6
"7","변태男",5
"8","성추행男",5
"9","동갑男",4
"10","비만男",4
"11","엽기男",4
"12","짐승男",4
"13","채팅男",4
"14","후배男",4
"15","동거男",3
"16","성폭행男",3
"17","중년男",3
"18","폭행男",3
"19","결혼男",2
"20","동성애男",2
"21","만취男",2
"22","못난男",2
"23","베트남男",2
"24","부킹男",2
"25","서울男",2
"26","수면장애男",2
"27","알몸男",2
"28","엉큼男",2
"29","여장男",2
"30","직장男",2
"31","vs男",1
"32","강도행각男",1
"33","강원男",1
"34","공시생男",1
"35","교제男",1
"36","국내男",1
"37","군면제男",1
"38","그레나다男",1
"39","기적男",1
"40","까칠男",1
"41","나쁜男",1
"42","난동男",1
"43","내연男",1
"44","다른男",1
"45","데이트男",1
"46","도박男",1
"47","독신男",1
"48","맞선男",1
"49","매너男",1
"50","매력男",1
"51","매리男",1
"52","몸짱男",1
"53","무개념男",1
"54","무슬림男",1
"55","무직男",1
"56","문제男",1
"57","미스터리男",1
"58","바람男",1
"59","받은男",1
"60","배신男",1
"61","배짱男",1
"62","번들男",1
"63","병역기피男",1
"64","빈티지男",1
"65","사기男",1
"66","살해男",1
"67","상대男",1
"68","성인男",1
"69","성폭행한男",1
"70","섹스男",1
"71","수면부족男",1
"72","수술男",1
"73","순정男",1
"74","스웨덴男",1
"75","스위스男",1
"76","스페인男",1
"77","시위男",1
"78","실연男",1
"79","실직男",1
"80","싱글男",1
"81","양다리男",1
"82","연대男",1
"83","영국男",1
"84","올드보이男",1
"85","음주男",1
"86","의심男",1
"87","이런男",1
"88","이혼男",1
"89","일용직男",1
"90","재력男",1
"91","재혼희망男",1
"92","재혼男",1
"93","전송男",1
"94","절도男",1
"95","젊은男",1
"96","정신장애男",1
"97","지적장애男",1
"98","쩍벌男",1
"99","체력좋은男",1
"100","초등생男",1
"101","최장신男",1
"102","치매男",1
"103","치밀男",1
"104","친절男",1
"105","카리스마男",1
"106","케냐男",1
"107","통큰男",1
"108","통통男",1
"109","투석男",1
"110","페이스오프男",1
"111","풍자男",1
"112","피해男",1
"113","학대男",1
"114","함몰男",1
"115","허리부실男",1
"116","혈우병男",1
"117","협박男",1
"118","호주男",1
"119","화성男",1
"120","황당男",1
