"","Var1","Freq"
"1","불륜男",21
"2","채팅男",17
"3","미혼男",15
"4","돌싱男",13
"5","내연男",12
"6","중년男",12
"7","성인男",8
"8","지시男",7
"9","만취男",6
"10","살해男",6
"11","소개팅男",6
"12","한국男",6
"13","동거男",5
"14","성추행男",5
"15","엽기男",5
"16","훼손男",5
"17","몰카男",4
"18","서울男",4
"19","성매수男",4
"20","지적장애男",4
"21","피해男",4
"22","대학생男",3
"23","도촬男",3
"24","벤츠男",3
"25","변태男",3
"26","사주男",3
"27","연하男",3
"28","직장男",3
"29","철벽男",3
"30","협박男",3
"31","화성男",3
"32","게임男",2
"33","고민男",2
"34","대기업男",2
"35","대륙男",2
"36","뚱뚱男",2
"37","메르스男",2
"38","방문男",2
"39","베트남男",2
"40","뻔뻔男",2
"41","상대男",2
"42","성매매男",2
"43","수배男",2
"44","술고래男",2
"45","아우디男",2
"46","알몸男",2
"47","여성혐오男",2
"48","여장男",2
"49","외국男",2
"50","요리男",2
"51","원조교제男",2
"52","이혼男",2
"53","일베男",2
"54","장애男",2
"55","젊은男",2
"56","주먹질男",2
"57","중독男",2
"58","중장년男",2
"59","중학생男",2
"60","짝사랑男",2
"61","찌질男",2
"62","초혼男",2
"63","폭력男",2
"64","폭행男",2
"65","호주男",2
"66","흡연男",2
"67","갑질男",1
"68","강남男",1
"69","강도男",1
"70","강아지학대男",1
"71","개기름男",1
"72","개포동男",1
"73","거구男",1
"74","경력男",1
"75","경북출신男",1
"76","경험男",1
"77","곁땀男",1
"78","고혈압男",1
"79","골초男",1
"80","공범男",1
"81","공유男",1
"82","관악男",1
"83","귀화男",1
"84","근육男",1
"85","금성男",1
"86","기혼男",1
"87","나체男",1
"88","네팔男",1
"89","능력男",1
"90","단순노무직男",1
"91","도벽男",1
"92","독신男",1
"93","돌싱男女",1
"94","동성애男",1
"95","동안男",1
"96","동침男",1
"97","마비男",1
"98","만찢男",1
"99","맞벌이男",1
"100","매력男",1
"101","먹은男",1
"102","먹튀男",1
"103","모솔男",1
"104","모태솔로男",1
"105","모텔유인男",1
"106","목도리男",1
"107","무전취식男",1
"108","문신男",1
"109","미국인男",1
"110","미니스커트男",1
"111","미얀마男",1
"112","바람둥이男",1
"113","방해男",1
"114","방화협박男",1
"115","뱃살男",1
"116","복면男",1
"117","본드男",1
"118","부자男",1
"119","불명男",1
"120","불법포획男",1
"121","불쑥男",1
"122","브라질男",1
"123","비만男",1
"124","비키니男",1
"125","사고男",1
"126","사칭男",1
"127","상간男",1
"128","새총男",1
"129","섬세男",1
"130","섭취男",1
"131","성공男",1
"132","성기노출男",1
"133","성기男",1
"134","성전환男ㆍ성전환女",1
"135","성폭행男",1
"136","솔로男",1
"137","수령男",1
"138","수뢰男",1
"139","수상男",1
"140","신원미상男",1
"141","신원불명男",1
"142","실연男",1
"143","싱글男",1
"144","악마男",1
"145","악플男",1
"146","어묵男",1
"147","연상男",1
"148","엽기식인男",1
"149","오토바이男",1
"150","외조男",1
"151","울산男",1
"152","의문男",1
"153","이공계전공男",1
"154","이상男",1
"155","이집트男",1
"156","인면수심男",1
"157","일본男",1
"158","장난전화男",1
"159","장년男",1
"160","전자발찌男",1
"161","정신분열男",1
"162","정신장애男",1
"163","중국男",1
"164","지하철투신男",1
"165","직딩男",1
"166","질주男",1
"167","짐바브웨男",1
"168","집착男",1
"169","쪼잔男",1
"170","참가男",1
"171","초고도비만男",1
"172","초교男",1
"173","초등생男",1
"174","총기탈취男",1
"175","촬영지시男",1
"176","최고령男",1
"177","추정男",1
"178","추행男",1
"179","친근男",1
"180","친절男",1
"181","침입男",1
"182","콩깍지男",1
"183","탈북男",1
"184","태국男",1
"185","태운男",1
"186","털보男",1
"187","톱스타男",1
"188","트랜스젠더男",1
"189","파손男",1
"190","패륜男",1
"191","페티시男",1
"192","폐렴男",1
"193","한국인男",1
"194","행패男",1
"195","허위진술男",1
"196","헌팅男",1
"197","황당男",1
"198","훔쳐본男",1
"199","흉기男",1
"200","흑인男",1
"201","性폭행男",1
"202","男vs女",1
"203","男女",1
"204","男男",1
"205","禁男",1
