"","Var1","Freq"
"1","미혼男",35
"2","돌싱男",15
"3","만취男",14
"4","직장男",12
"5","내연男",11
"6","채팅男",10
"7","성폭행男",9
"8","칼부림男",9
"9","폭행男",9
"10","몰카男",7
"11","뿔테男",7
"12","뿔테안경男",6
"13","성매수男",6
"14","여장男",6
"15","이혼男",6
"16","한국男",6
"17","변태男",5
"18","성추행男",5
"19","싱글男",5
"20","엽기男",5
"21","난동男",4
"22","방화男",4
"23","상대男",4
"24","에이즈男",4
"25","추정男",4
"26","男女",4
"27","고소男",3
"28","당첨男",3
"29","독서男",3
"30","막말男",3
"31","배달男",3
"32","불륜男",3
"33","사칭男",3
"34","성인男",3
"35","연하男",3
"36","이웃男",3
"37","일본男",3
"38","전업주부男",3
"39","전지男",3
"40","주폭男",3
"41","흉기男",3
"42","고졸男",2
"43","관계男",2
"44","귀화男",2
"45","꽃뱀男",2
"46","돌싱男女",2
"47","동거男",2
"48","맞선男",2
"49","매수男",2
"50","무단횡단男",2
"51","무직男",2
"52","백수男",2
"53","부킹男",2
"54","사기男",2
"55","살해男",2
"56","성관계男",2
"57","성도착男",2
"58","성매매男",2
"59","성형男",2
"60","소개팅男",2
"61","스웨덴男",2
"62","스토킹男",2
"63","실종男",2
"64","알바男",2
"65","야동男",2
"66","음탕男",2
"67","자살男",2
"68","좀비男",2
"69","중년男",2
"70","지지男",2
"71","테러男",2
"72","투신男",2
"73","트레일러男",2
"74","파렴치男",2
"75","파혼男",2
"76","협박男",2
"77","황당男",2
"78","히로뽕男",2
"79","BJ男",1
"80","OO男",1
"81","가스통男",1
"82","가위손男",1
"83","간통男",1
"84","감염男",1
"85","강제추행男",1
"86","건강男",1
"87","경기男",1
"88","고령男",1
"89","고소득男",1
"90","광고男",1
"91","교제男",1
"92","교직원男",1
"93","구직男",1
"94","군인男",1
"95","그랜저男",1
"96","기부男",1
"97","기혼男",1
"98","나이트男女",1
"99","낙서男",1
"100","날씬男",1
"101","낯선男",1
"102","네덜란드男",1
"103","노년男",1
"104","농어촌男",1
"105","눈먼男",1
"106","눈치없는男",1
"107","달달男",1
"108","당혹男",1
"109","대전男",1
"110","대졸男",1
"111","데이트男",1
"112","독불장군男",1
"113","돈많은男",1
"114","동네男",1
"115","동료男",1
"116","동면男",1
"117","동성애男",1
"118","마사지男",1
"119","마트OO男",1
"120","매력男",1
"121","모자이크男",1
"122","무고男",1
"123","무단침입男",1
"124","무릎男",1
"125","무절제男",1
"126","무정자증男",1
"127","미니스커트男",1
"128","미수男",1
"129","미혼男女",1
"130","민폐男",1
"131","박사男",1
"132","받은男",1
"133","백만장자男",1
"134","버럭男",1
"135","버스변태男",1
"136","베트남男",1
"137","벤츠男",1
"138","비관男",1
"139","비호감男",1
"140","사망男",1
"141","사실혼男",1
"142","사지마비男",1
"143","살해한男",1
"144","생각차이男",1
"145","생식기男",1
"146","서울男",1
"147","선글라스男",1
"148","선호男",1
"149","소나무男",1
"150","솔로男",1
"151","숙맥男",1
"152","순정男",1
"153","숨진男",1
"154","스리랑카男",1
"155","스캔들男",1
"156","시각장애男",1
"157","시도男",1
"158","시위男",1
"159","실족사男",1
"160","쓰러진男",1
"161","아이돌男",1
"162","안살림男",1
"163","알선男",1
"164","알코올중독男",1
"165","약혼男",1
"166","얌체男",1
"167","얼짱男",1
"168","엉큼男",1
"169","연봉男",1
"170","열폭男",1
"171","옆집男",1
"172","오송男",1
"173","완벽男",1
"174","왕따男",1
"175","우즈벡男",1
"176","운동男",1
"177","원나잇男",1
"178","위협男",1
"179","유부男",1
"180","유인男",1
"181","유출男",1
"182","유포男",1
"183","은퇴男",1
"184","의문男",1
"185","의심男",1
"186","이상男",1
"187","이웃집男",1
"188","인면수심男",1
"189","임신男",1
"190","자살한男",1
"191","자해공갈男",1
"192","잔혹살해男",1
"193","잘나가던男",1
"194","잠비아男",1
"195","장애男",1
"196","재력가男",1
"197","재혼男",1
"198","적반하장男",1
"199","전자발찌男",1
"200","전철폭력男",1
"201","접대男",1
"202","조선족男",1
"203","주범男",1
"204","중국男",1
"205","즉석男",1
"206","질투男",1
"207","짐승男",1
"208","짝사랑男",1
"209","찌질男",1
"210","창업男",1
"211","철부지男",1
"212","초반男",1
"213","초혼男",1
"214","총각男",1
"215","출신男",1
"216","취객男",1
"217","취한男",1
"218","침입男",1
"219","카사노바男",1
"220","콤플렉스男",1
"221","퀵서비스男",1
"222","클럽男",1
"223","타조알투척男",1
"224","탈북男",1
"225","퇴직男",1
"226","파손男",1
"227","팔꿈치男",1
"228","펄펄男",1
"229","프로포즈男",1
"230","피부男",1
"231","피해男",1
"232","필리핀男",1
"233","한인男",1
"234","행세男",1
"235","헬맷男",1
"236","후회男",1
"237","훈련사男",1
"238","得男",1
"239","日도주男",1
"240","男ㆍ女",1
"241","秋男",1
