"","Var1","Freq"
"1","폭행男",9
"2","만취男",8
"3","협박男",7
"4","돌싱男",6
"5","미혼男",6
"6","소개팅男",6
"7","성인男",5
"8","성매수男",4
"9","여장男",4
"10","중년男",4
"11","한국男",4
"12","능력男",3
"13","말레이男",3
"14","머리채男",3
"15","사칭男",3
"16","살해男",3
"17","주장男",3
"18","폭력男",3
"19","필리핀男",3
"20","난동男",2
"21","독거男",2
"22","독신男",2
"23","동거男",2
"24","변태男",2
"25","비글男",2
"26","알몸男",2
"27","의심男",2
"28","인도男",2
"29","인면수심男",2
"30","자연계열男",2
"31","집착男",2
"32","침입男",2
"33","가정폭력男",1
"34","거구男",1
"35","고독男",1
"36","구린男",1
"37","구속男",1
"38","구직男",1
"39","권유男",1
"40","근로男",1
"41","기내난동男",1
"42","기형男",1
"43","기혼男",1
"44","깔끔男",1
"45","담백男",1
"46","당첨男",1
"47","당한男",1
"48","대세男",1
"49","동성애男",1
"50","마력男",1
"51","마루타男",1
"52","마성男",1
"53","말레이시아男",1
"54","맞벌이男",1
"55","맞선男",1
"56","매력男",1
"57","멕시코男",1
"58","몰카관음男",1
"59","몰카촬영男",1
"60","몰카男",1
"61","무고ㆍ협박男",1
"62","무단횡단男",1
"63","무자비男",1
"64","무직男",1
"65","배려男",1
"66","보복男",1
"67","비만男",1
"68","비정규직男",1
"69","사망男",1
"70","살림男",1
"71","살인男",1
"72","상간男",1
"73","상대男",1
"74","생계책임男",1
"75","서울男",1
"76","성관계男",1
"77","성추행男",1
"78","성폭행男",1
"79","성형수술男",1
"80","성형중독男",1
"81","소비男",1
"82","순정男",1
"83","스토커男",1
"84","스토킹男",1
"85","시각장애男",1
"86","시도男",1
"87","신원불명男",1
"88","알선男",1
"89","암매장男",1
"90","약사男",1
"91","외국인男",1
"92","외국男",1
"93","외모男",1
"94","외벌이男",1
"95","욕망男",1
"96","용의자男",1
"97","유도男",1
"98","육아휴직男",1
"99","음담패설男",1
"100","의리男",1
"101","이집트男",1
"102","전공男",1
"103","정규직男",1
"104","정력男",1
"105","조각男",1
"106","조선男",1
"107","졸혼男",1
"108","주폭男",1
"109","중학생男",1
"110","직원男",1
"111","직진男",1
"112","짝사랑男",1
"113","쩍벌男",1
"114","쩍벌男ㆍ다꼬女",1
"115","채팅男",1
"116","철면피男",1
"117","철벽男",1
"118","청년男",1
"119","체코男",1
"120","추정男",1
"121","츤데레男",1
"122","콧수염男",1
"123","탈북男",1
"124","탑승男",1
"125","투척男",1
"126","패륜男",1
"127","피해男",1
"128","허위신고男",1
"129","혼밥男",1
"130","홀로男",1
"131","흡연男",1
"132","性매수男",1
